BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE
cmbv5_0015,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,LA_E_1565908,LA_0035,A08,FS_ASVspoof_LA_E_1565908,unmixed_dataset/eval/FS_ASVspoof_LA_E_1565908.wav,FM_audioldm2_Ls6qMcgpdlM,fmc:Ls6qMcgpdlM,audioldm2,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_audioldm2_Ls6qMcgpdlM,unmixed_dataset/eval/FM_audioldm2_Ls6qMcgpdlM.wav,-10,1.0,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0016,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,LA_E_7498267,LA_0047,bonafide,RS_ASVspoof_LA_E_7498267,unmixed_dataset/eval/RS_ASVspoof_LA_E_7498267.wav,017624,fma:17624,FMA,unscreened_real_noncausal,RM_017_017624,unmixed_dataset/eval/RM_017_017624.wav,0,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0017,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,LA_E_6093346,LA_0027,bonafide,RS_ASVspoof_LA_E_6093346,unmixed_dataset/eval/RS_ASVspoof_LA_E_6093346.wav,044198,fma:44198,FMA,unscreened_real_noncausal,RM_044_044198,unmixed_dataset/eval/RM_044_044198.wav,-5,0.5,music_first,0.0,MixFake_official_eval,strict
cmbv5_0018,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,LA_E_4739368,LA_0033,bonafide,RS_ASVspoof_LA_E_4739368,unmixed_dataset/eval/RS_ASVspoof_LA_E_4739368.wav,135210,fma:135210,FMA,unscreened_real_noncausal,RM_135_135210,unmixed_dataset/eval/RM_135_135210.wav,-5,0.25,music_first,0.0,MixFake_official_eval,strict
cmbv5_0019,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,LA_E_5547662,LA_0038,bonafide,RS_ASVspoof_LA_E_5547662,unmixed_dataset/eval/RS_ASVspoof_LA_E_5547662.wav,068340,fma:68340,FMA,unscreened_real_noncausal,RM_068_068340,unmixed_dataset/eval/RM_068_068340.wav,0,0.75,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0020,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,LA_E_2996765,LA_0059,bonafide,RS_ASVspoof_LA_E_2996765,unmixed_dataset/eval/RS_ASVspoof_LA_E_2996765.wav,FM_MusicGen_medium_VwkRHbqpHqk,fmc:VwkRHbqpHqk,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_VwkRHbqpHqk,unmixed_dataset/eval/FM_MusicGen_medium_VwkRHbqpHqk.wav,0,0.5,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0021,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,LA_E_9859405,LA_0045,bonafide,RS_ASVspoof_LA_E_9859405,unmixed_dataset/eval/RS_ASVspoof_LA_E_9859405.wav,FM_MusicGen_medium_nL4zx0-mi14,fmc:nL4zx0-mi14,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_nL4zx0-mi14,unmixed_dataset/eval/FM_MusicGen_medium_nL4zx0-mi14.wav,-5,0.5,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0022,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,LA_E_8134271,LA_0046,bonafide,RS_ASVspoof_LA_E_8134271,unmixed_dataset/eval/RS_ASVspoof_LA_E_8134271.wav,FM_MusicGen_medium__Slo8QXYOp8,fmc:_Slo8QXYOp8,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium__Slo8QXYOp8,unmixed_dataset/eval/FM_MusicGen_medium__Slo8QXYOp8.wav,-5,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0023,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,LA_E_7138609,LA_0053,bonafide,RS_ASVspoof_LA_E_7138609,unmixed_dataset/eval/RS_ASVspoof_LA_E_7138609.wav,FM_MusicGen_medium_-XN0NtrnfMY,fmc:-XN0NtrnfMY,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_-XN0NtrnfMY,unmixed_dataset/eval/FM_MusicGen_medium_-XN0NtrnfMY.wav,10,0.5,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0024,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,LA_E_1164778,LA_0001,A15,FS_ASVspoof_LA_E_1164778,unmixed_dataset/eval/FS_ASVspoof_LA_E_1164778.wav,056932,fma:56932,FMA,unscreened_real_noncausal,RM_056_056932,unmixed_dataset/eval/RM_056_056932.wav,0,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0025,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,LA_E_8257948,LA_0026,A09,FS_ASVspoof_LA_E_8257948,unmixed_dataset/eval/FS_ASVspoof_LA_E_8257948.wav,108473,fma:108473,FMA,unscreened_real_noncausal,RM_108_108473,unmixed_dataset/eval/RM_108_108473.wav,10,0.5,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0026,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,LA_E_5495826,LA_0003,A18,FS_ASVspoof_LA_E_5495826,unmixed_dataset/eval/FS_ASVspoof_LA_E_5495826.wav,122911,fma:122911,FMA,unscreened_real_noncausal,RM_122_122911,unmixed_dataset/eval/RM_122_122911.wav,5,0.75,music_first,0.0,MixFake_official_eval,strict
cmbv5_0027,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,LA_E_6671918,LA_0027,A19,FS_ASVspoof_LA_E_6671918,unmixed_dataset/eval/FS_ASVspoof_LA_E_6671918.wav,153420,fma:153420,FMA,unscreened_real_noncausal,RM_153_153420,unmixed_dataset/eval/RM_153_153420.wav,0,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0028,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,LA_E_8493123,LA_0033,A16,FS_ASVspoof_LA_E_8493123,unmixed_dataset/eval/FS_ASVspoof_LA_E_8493123.wav,FM_MusicGen_medium_ZVMIk3xYaYo,fmc:ZVMIk3xYaYo,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_ZVMIk3xYaYo,unmixed_dataset/eval/FM_MusicGen_medium_ZVMIk3xYaYo.wav,-5,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0029,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,LA_E_4416131,LA_0004,A10,FS_ASVspoof_LA_E_4416131,unmixed_dataset/eval/FS_ASVspoof_LA_E_4416131.wav,FM_MusicGen_medium_JHvLuYk6TfI,fmc:JHvLuYk6TfI,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_JHvLuYk6TfI,unmixed_dataset/eval/FM_MusicGen_medium_JHvLuYk6TfI.wav,0,0.25,music_first,0.0,MixFake_official_eval,strict
cmbv5_0030,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,LA_E_3268886,LA_0016,A11,FS_ASVspoof_LA_E_3268886,unmixed_dataset/eval/FS_ASVspoof_LA_E_3268886.wav,FM_MusicGen_medium_K5ilD6nEJ-g,fmc:K5ilD6nEJ-g,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_K5ilD6nEJ-g,unmixed_dataset/eval/FM_MusicGen_medium_K5ilD6nEJ-g.wav,10,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0031,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,LA_E_6629093,LA_0020,A17,FS_ASVspoof_LA_E_6629093,unmixed_dataset/eval/FS_ASVspoof_LA_E_6629093.wav,FM_MusicGen_medium_uoZ9Rs4E-6Y,fmc:uoZ9Rs4E-6Y,MusicGen_medium,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_MusicGen_medium_uoZ9Rs4E-6Y,unmixed_dataset/eval/FM_MusicGen_medium_uoZ9Rs4E-6Y.wav,-10,0.25,music_first,0.0,MixFake_official_eval,strict
cmbv5_0032,0,0,0,1,1,mixed,sequential,RR,sequential__RR,LA_E_3046624,LA_0037,bonafide,RS_ASVspoof_LA_E_3046624,unmixed_dataset/eval/RS_ASVspoof_LA_E_3046624.wav,116383,fma:116383,FMA,unscreened_real_noncausal,RM_116_116383,unmixed_dataset/eval/RM_116_116383.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv5_0033,0,0,0,1,1,mixed,sequential,RR,sequential__RR,LA_E_4011898,LA_0017,bonafide,RS_ASVspoof_LA_E_4011898,unmixed_dataset/eval/RS_ASVspoof_LA_E_4011898.wav,054491,fma:54491,FMA,unscreened_real_noncausal,RM_054_054491,unmixed_dataset/eval/RM_054_054491.wav,,0.0,voice_first,0.2,MixFake_official_eval,strict
cmbv5_0034,0,0,0,1,1,mixed,sequential,RR,sequential__RR,LA_E_4805782,LA_0011,bonafide,RS_ASVspoof_LA_E_4805782,unmixed_dataset/eval/RS_ASVspoof_LA_E_4805782.wav,066636,fma:66636,FMA,unscreened_real_noncausal,RM_066_066636,unmixed_dataset/eval/RM_066_066636.wav,,0.0,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0035,0,0,0,1,1,mixed,sequential,RR,sequential__RR,LA_E_1602348,LA_0064,bonafide,RS_ASVspoof_LA_E_1602348,unmixed_dataset/eval/RS_ASVspoof_LA_E_1602348.wav,066437,fma:66437,FMA,unscreened_real_noncausal,RM_066_066437,unmixed_dataset/eval/RM_066_066437.wav,,0.0,voice_first,0.2,MixFake_official_eval,strict
cmbv5_0036,1,0,1,1,1,mixed,sequential,RF,sequential__RF,LA_E_8021889,LA_0005,bonafide,RS_ASVspoof_LA_E_8021889,unmixed_dataset/eval/RS_ASVspoof_LA_E_8021889.wav,FM_stable_audio_open_xmaVWayBvaY,fmc:xmaVWayBvaY,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_xmaVWayBvaY,unmixed_dataset/eval/FM_stable_audio_open_xmaVWayBvaY.wav,,0.0,voice_first,0.2,MixFake_official_eval,strict
cmbv5_0037,1,0,1,1,1,mixed,sequential,RF,sequential__RF,LA_E_6011449,LA_0030,bonafide,RS_ASVspoof_LA_E_6011449,unmixed_dataset/eval/RS_ASVspoof_LA_E_6011449.wav,FM_stable_audio_open_LAeWwMC2EaI,fmc:LAeWwMC2EaI,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_LAeWwMC2EaI,unmixed_dataset/eval/FM_stable_audio_open_LAeWwMC2EaI.wav,,0.0,voice_first,0.0,MixFake_official_eval,strict
cmbv5_0038,1,0,1,1,1,mixed,sequential,RF,sequential__RF,LA_E_9550720,LA_0028,bonafide,RS_ASVspoof_LA_E_9550720,unmixed_dataset/eval/RS_ASVspoof_LA_E_9550720.wav,FM_stable_audio_open_QlaW568SeDc,fmc:QlaW568SeDc,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_QlaW568SeDc,unmixed_dataset/eval/FM_stable_audio_open_QlaW568SeDc.wav,,0.0,music_first,0.5,MixFake_official_eval,strict
cmbv5_0039,1,0,1,1,1,mixed,sequential,RF,sequential__RF,LA_E_6942222,LA_0014,bonafide,RS_ASVspoof_LA_E_6942222,unmixed_dataset/eval/RS_ASVspoof_LA_E_6942222.wav,FM_stable_audio_open_EFlGHxV5WsY,fmc:EFlGHxV5WsY,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_EFlGHxV5WsY,unmixed_dataset/eval/FM_stable_audio_open_EFlGHxV5WsY.wav,,0.0,voice_first,0.5,MixFake_official_eval,strict
cmbv5_0040,1,1,0,1,1,mixed,sequential,FR,sequential__FR,LA_E_5057590,LA_0006,A12,FS_ASVspoof_LA_E_5057590,unmixed_dataset/eval/FS_ASVspoof_LA_E_5057590.wav,137356,fma:137356,FMA,unscreened_real_noncausal,RM_137_137356,unmixed_dataset/eval/RM_137_137356.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv5_0041,1,1,0,1,1,mixed,sequential,FR,sequential__FR,LA_E_2634077,LA_0005,A14,FS_ASVspoof_LA_E_2634077,unmixed_dataset/eval/FS_ASVspoof_LA_E_2634077.wav,055921,fma:55921,FMA,unscreened_real_noncausal,RM_055_055921,unmixed_dataset/eval/RM_055_055921.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv5_0042,1,1,0,1,1,mixed,sequential,FR,sequential__FR,LA_E_3136625,LA_0046,A07,FS_ASVspoof_LA_E_3136625,unmixed_dataset/eval/FS_ASVspoof_LA_E_3136625.wav,062655,fma:62655,FMA,unscreened_real_noncausal,RM_062_062655,unmixed_dataset/eval/RM_062_062655.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv5_0043,1,1,0,1,1,mixed,sequential,FR,sequential__FR,LA_E_6450214,LA_0025,A13,FS_ASVspoof_LA_E_6450214,unmixed_dataset/eval/FS_ASVspoof_LA_E_6450214.wav,051387,fma:51387,FMA,unscreened_real_noncausal,RM_051_051387,unmixed_dataset/eval/RM_051_051387.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv5_0044,1,1,1,1,1,mixed,sequential,FF,sequential__FF,LA_E_2228223,LA_0037,A08,FS_ASVspoof_LA_E_2228223,unmixed_dataset/eval/FS_ASVspoof_LA_E_2228223.wav,FM_stable_audio_open_uT-S_JC_GzU,fmc:uT-S_JC_GzU,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_uT-S_JC_GzU,unmixed_dataset/eval/FM_stable_audio_open_uT-S_JC_GzU.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv5_0045,1,1,1,1,1,mixed,sequential,FF,sequential__FF,LA_E_8436264,LA_0028,A15,FS_ASVspoof_LA_E_8436264,unmixed_dataset/eval/FS_ASVspoof_LA_E_8436264.wav,FM_stable_audio_open_r0Xvr8maR34,fmc:r0Xvr8maR34,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_r0Xvr8maR34,unmixed_dataset/eval/FM_stable_audio_open_r0Xvr8maR34.wav,,0.0,voice_first,0.5,MixFake_official_eval,strict
cmbv5_0046,1,1,1,1,1,mixed,sequential,FF,sequential__FF,LA_E_2567741,LA_0010,A09,FS_ASVspoof_LA_E_2567741,unmixed_dataset/eval/FS_ASVspoof_LA_E_2567741.wav,FM_stable_audio_open_O84YjlJ_Qw4,fmc:O84YjlJ_Qw4,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_O84YjlJ_Qw4,unmixed_dataset/eval/FM_stable_audio_open_O84YjlJ_Qw4.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv5_0047,1,1,1,1,1,mixed,sequential,FF,sequential__FF,LA_E_8036082,LA_0021,A18,FS_ASVspoof_LA_E_8036082,unmixed_dataset/eval/FS_ASVspoof_LA_E_8036082.wav,FM_stable_audio_open_GQPOpFX20Gw,fmc:GQPOpFX20Gw,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_GQPOpFX20Gw,unmixed_dataset/eval/FM_stable_audio_open_GQPOpFX20Gw.wav,,0.0,voice_first,0.0,MixFake_official_eval,strict
