BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE
cmbv6_0010,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,LA_E_7576278,LA_0035,A13,FS_ASVspoof_LA_E_7576278,unmixed_dataset/eval/FS_ASVspoof_LA_E_7576278.wav,122001,fma:122001,FMA,unscreened_real_noncausal,RM_122_122001,unmixed_dataset/eval/RM_122_122001.wav,0,1.0,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0011,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,LA_E_1493506,LA_0045,A19,FS_ASVspoof_LA_E_1493506,unmixed_dataset/eval/FS_ASVspoof_LA_E_1493506.wav,149717,fma:149717,FMA,unscreened_real_noncausal,RM_149_149717,unmixed_dataset/eval/RM_149_149717.wav,10,1.0,music_first,0.0,MixFake_official_eval,strict
cmbv6_0012,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,LA_E_1905328,LA_0001,A08,FS_ASVspoof_LA_E_1905328,unmixed_dataset/eval/FS_ASVspoof_LA_E_1905328.wav,FM_stable_audio_open_xtllXrdFAFQ,fmc:xtllXrdFAFQ,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_xtllXrdFAFQ,unmixed_dataset/eval/FM_stable_audio_open_xtllXrdFAFQ.wav,10,1.0,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0013,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,LA_E_7737844,LA_0013,A09,FS_ASVspoof_LA_E_7737844,unmixed_dataset/eval/FS_ASVspoof_LA_E_7737844.wav,FM_stable_audio_open_940MNbCeobw,fmc:940MNbCeobw,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_940MNbCeobw,unmixed_dataset/eval/FM_stable_audio_open_940MNbCeobw.wav,0,1.0,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0014,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,LA_E_3506512,LA_0011,A10,FS_ASVspoof_LA_E_3506512,unmixed_dataset/eval/FS_ASVspoof_LA_E_3506512.wav,FM_stable_audio_open_c9JyKnsegog,fmc:c9JyKnsegog,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_c9JyKnsegog,unmixed_dataset/eval/FM_stable_audio_open_c9JyKnsegog.wav,-5,1.0,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0015,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,LA_E_9606482,LA_0043,A15,FS_ASVspoof_LA_E_9606482,unmixed_dataset/eval/FS_ASVspoof_LA_E_9606482.wav,FM_stable_audio_open_d1VB1vA-UsI,fmc:d1VB1vA-UsI,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_d1VB1vA-UsI,unmixed_dataset/eval/FM_stable_audio_open_d1VB1vA-UsI.wav,-5,1.0,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0016,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,LA_E_5852035,LA_0019,bonafide,RS_ASVspoof_LA_E_5852035,unmixed_dataset/eval/RS_ASVspoof_LA_E_5852035.wav,141619,fma:141619,FMA,unscreened_real_noncausal,RM_141_141619,unmixed_dataset/eval/RM_141_141619.wav,10,0.25,music_first,0.0,MixFake_official_eval,strict
cmbv6_0017,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,LA_E_7831084,LA_0060,bonafide,RS_ASVspoof_LA_E_7831084,unmixed_dataset/eval/RS_ASVspoof_LA_E_7831084.wav,145043,fma:145043,FMA,unscreened_real_noncausal,RM_145_145043,unmixed_dataset/eval/RM_145_145043.wav,5,0.5,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0018,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,LA_E_1236273,LA_0008,bonafide,RS_ASVspoof_LA_E_1236273,unmixed_dataset/eval/RS_ASVspoof_LA_E_1236273.wav,134064,fma:134064,FMA,unscreened_real_noncausal,RM_134_134064,unmixed_dataset/eval/RM_134_134064.wav,0,0.5,music_first,0.0,MixFake_official_eval,strict
cmbv6_0019,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,LA_E_9769304,LA_0033,bonafide,RS_ASVspoof_LA_E_9769304,unmixed_dataset/eval/RS_ASVspoof_LA_E_9769304.wav,098487,fma:98487,FMA,unscreened_real_noncausal,RM_098_098487,unmixed_dataset/eval/RM_098_098487.wav,-10,0.25,music_first,0.0,MixFake_official_eval,strict
cmbv6_0020,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,LA_E_1537728,LA_0068,bonafide,RS_ASVspoof_LA_E_1537728,unmixed_dataset/eval/RS_ASVspoof_LA_E_1537728.wav,FM_stable_audio_open_5-tx4Fgqetc,fmc:5-tx4Fgqetc,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_5-tx4Fgqetc,unmixed_dataset/eval/FM_stable_audio_open_5-tx4Fgqetc.wav,0,0.25,music_first,0.0,MixFake_official_eval,strict
cmbv6_0021,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,LA_E_9868028,LA_0037,bonafide,RS_ASVspoof_LA_E_9868028,unmixed_dataset/eval/RS_ASVspoof_LA_E_9868028.wav,FM_stable_audio_open_mfZMcNmLxWM,fmc:mfZMcNmLxWM,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_mfZMcNmLxWM,unmixed_dataset/eval/FM_stable_audio_open_mfZMcNmLxWM.wav,10,0.75,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0022,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,LA_E_5599612,LA_0030,bonafide,RS_ASVspoof_LA_E_5599612,unmixed_dataset/eval/RS_ASVspoof_LA_E_5599612.wav,FM_stable_audio_open__miAGxDX5FM,fmc:_miAGxDX5FM,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open__miAGxDX5FM,unmixed_dataset/eval/FM_stable_audio_open__miAGxDX5FM.wav,0,0.75,music_first,0.0,MixFake_official_eval,strict
cmbv6_0023,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,LA_E_4753754,LA_0044,bonafide,RS_ASVspoof_LA_E_4753754,unmixed_dataset/eval/RS_ASVspoof_LA_E_4753754.wav,FM_stable_audio_open_M1ds6tRFxhs,fmc:M1ds6tRFxhs,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_M1ds6tRFxhs,unmixed_dataset/eval/FM_stable_audio_open_M1ds6tRFxhs.wav,5,0.5,music_first,0.0,MixFake_official_eval,strict
cmbv6_0024,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,LA_E_1165938,LA_0009,A12,FS_ASVspoof_LA_E_1165938,unmixed_dataset/eval/FS_ASVspoof_LA_E_1165938.wav,119564,fma:119564,FMA,unscreened_real_noncausal,RM_119_119564,unmixed_dataset/eval/RM_119_119564.wav,-5,0.75,music_first,0.0,MixFake_official_eval,strict
cmbv6_0025,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,LA_E_2999041,LA_0047,A16,FS_ASVspoof_LA_E_2999041,unmixed_dataset/eval/FS_ASVspoof_LA_E_2999041.wav,003942,fma:3942,FMA,unscreened_real_noncausal,RM_003_003942,unmixed_dataset/eval/RM_003_003942.wav,-10,0.5,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0026,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,LA_E_8212033,LA_0038,A17,FS_ASVspoof_LA_E_8212033,unmixed_dataset/eval/FS_ASVspoof_LA_E_8212033.wav,051689,fma:51689,FMA,unscreened_real_noncausal,RM_051_051689,unmixed_dataset/eval/RM_051_051689.wav,10,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0027,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,LA_E_9238216,LA_0024,A11,FS_ASVspoof_LA_E_9238216,unmixed_dataset/eval/FS_ASVspoof_LA_E_9238216.wav,113818,fma:113818,FMA,unscreened_real_noncausal,RM_113_113818,unmixed_dataset/eval/RM_113_113818.wav,10,0.25,music_first,0.0,MixFake_official_eval,strict
cmbv6_0028,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,LA_E_5747749,LA_0002,A14,FS_ASVspoof_LA_E_5747749,unmixed_dataset/eval/FS_ASVspoof_LA_E_5747749.wav,FM_stable_audio_open_m4bBsvuS4EU,fmc:m4bBsvuS4EU,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_m4bBsvuS4EU,unmixed_dataset/eval/FM_stable_audio_open_m4bBsvuS4EU.wav,5,0.75,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0029,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,LA_E_6637840,LA_0039,A18,FS_ASVspoof_LA_E_6637840,unmixed_dataset/eval/FS_ASVspoof_LA_E_6637840.wav,FM_stable_audio_open_XdBf_omYIO4,fmc:XdBf_omYIO4,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_XdBf_omYIO4,unmixed_dataset/eval/FM_stable_audio_open_XdBf_omYIO4.wav,10,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0030,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,LA_E_2157390,LA_0047,A07,FS_ASVspoof_LA_E_2157390,unmixed_dataset/eval/FS_ASVspoof_LA_E_2157390.wav,FM_stable_audio_open_DLDZrtwyY_Y,fmc:DLDZrtwyY_Y,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_DLDZrtwyY_Y,unmixed_dataset/eval/FM_stable_audio_open_DLDZrtwyY_Y.wav,-10,0.25,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0031,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,LA_E_6476100,LA_0035,A13,FS_ASVspoof_LA_E_6476100,unmixed_dataset/eval/FS_ASVspoof_LA_E_6476100.wav,FM_stable_audio_open_E4a3s8NRqUM,fmc:E4a3s8NRqUM,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_E4a3s8NRqUM,unmixed_dataset/eval/FM_stable_audio_open_E4a3s8NRqUM.wav,5,0.25,music_first,0.0,MixFake_official_eval,strict
cmbv6_0032,0,0,0,1,1,mixed,sequential,RR,sequential__RR,LA_E_8645547,LA_0065,bonafide,RS_ASVspoof_LA_E_8645547,unmixed_dataset/eval/RS_ASVspoof_LA_E_8645547.wav,075206,fma:75206,FMA,unscreened_real_noncausal,RM_075_075206,unmixed_dataset/eval/RM_075_075206.wav,,0.0,voice_first,0.2,MixFake_official_eval,strict
cmbv6_0033,0,0,0,1,1,mixed,sequential,RR,sequential__RR,LA_E_6628337,LA_0052,bonafide,RS_ASVspoof_LA_E_6628337,unmixed_dataset/eval/RS_ASVspoof_LA_E_6628337.wav,105890,fma:105890,FMA,unscreened_real_noncausal,RM_105_105890,unmixed_dataset/eval/RM_105_105890.wav,,0.0,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0034,0,0,0,1,1,mixed,sequential,RR,sequential__RR,LA_E_7831898,LA_0012,bonafide,RS_ASVspoof_LA_E_7831898,unmixed_dataset/eval/RS_ASVspoof_LA_E_7831898.wav,095548,fma:95548,FMA,unscreened_real_noncausal,RM_095_095548,unmixed_dataset/eval/RM_095_095548.wav,,0.0,music_first,0.5,MixFake_official_eval,strict
cmbv6_0035,0,0,0,1,1,mixed,sequential,RR,sequential__RR,LA_E_1603570,LA_0053,bonafide,RS_ASVspoof_LA_E_1603570,unmixed_dataset/eval/RS_ASVspoof_LA_E_1603570.wav,127754,fma:127754,FMA,unscreened_real_noncausal,RM_127_127754,unmixed_dataset/eval/RM_127_127754.wav,,0.0,music_first,0.2,MixFake_official_eval,strict
cmbv6_0036,1,0,1,1,1,mixed,sequential,RF,sequential__RF,LA_E_4691018,LA_0020,bonafide,RS_ASVspoof_LA_E_4691018,unmixed_dataset/eval/RS_ASVspoof_LA_E_4691018.wav,FM_stable_audio_open_7ITwarmdyfI,fmc:7ITwarmdyfI,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_7ITwarmdyfI,unmixed_dataset/eval/FM_stable_audio_open_7ITwarmdyfI.wav,,0.0,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0037,1,0,1,1,1,mixed,sequential,RF,sequential__RF,LA_E_1030819,LA_0028,bonafide,RS_ASVspoof_LA_E_1030819,unmixed_dataset/eval/RS_ASVspoof_LA_E_1030819.wav,FM_stable_audio_open_CEJXvm2vH_4,fmc:CEJXvm2vH_4,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_CEJXvm2vH_4,unmixed_dataset/eval/FM_stable_audio_open_CEJXvm2vH_4.wav,,0.0,music_first,0.5,MixFake_official_eval,strict
cmbv6_0038,1,0,1,1,1,mixed,sequential,RF,sequential__RF,LA_E_2714189,LA_0063,bonafide,RS_ASVspoof_LA_E_2714189,unmixed_dataset/eval/RS_ASVspoof_LA_E_2714189.wav,FM_stable_audio_open_IrIKXhYuwuU,fmc:IrIKXhYuwuU,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_IrIKXhYuwuU,unmixed_dataset/eval/FM_stable_audio_open_IrIKXhYuwuU.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv6_0039,1,0,1,1,1,mixed,sequential,RF,sequential__RF,LA_E_9266084,LA_0038,bonafide,RS_ASVspoof_LA_E_9266084,unmixed_dataset/eval/RS_ASVspoof_LA_E_9266084.wav,FM_stable_audio_open_xyco-5DC_K8,fmc:xyco-5DC_K8,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_xyco-5DC_K8,unmixed_dataset/eval/FM_stable_audio_open_xyco-5DC_K8.wav,,0.0,music_first,0.5,MixFake_official_eval,strict
cmbv6_0040,1,1,0,1,1,mixed,sequential,FR,sequential__FR,LA_E_3593330,LA_0001,A19,FS_ASVspoof_LA_E_3593330,unmixed_dataset/eval/FS_ASVspoof_LA_E_3593330.wav,001836,fma:1836,FMA,unscreened_real_noncausal,RM_001_001836,unmixed_dataset/eval/RM_001_001836.wav,,0.0,voice_first,0.0,MixFake_official_eval,strict
cmbv6_0041,1,1,0,1,1,mixed,sequential,FR,sequential__FR,LA_E_1054080,LA_0010,A08,FS_ASVspoof_LA_E_1054080,unmixed_dataset/eval/FS_ASVspoof_LA_E_1054080.wav,054486,fma:54486,FMA,unscreened_real_noncausal,RM_054_054486,unmixed_dataset/eval/RM_054_054486.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
cmbv6_0042,1,1,0,1,1,mixed,sequential,FR,sequential__FR,LA_E_4282942,LA_0030,A09,FS_ASVspoof_LA_E_4282942,unmixed_dataset/eval/FS_ASVspoof_LA_E_4282942.wav,019459,fma:19459,FMA,unscreened_real_noncausal,RM_019_019459,unmixed_dataset/eval/RM_019_019459.wav,,0.0,voice_first,0.5,MixFake_official_eval,strict
cmbv6_0043,1,1,0,1,1,mixed,sequential,FR,sequential__FR,LA_E_8549221,LA_0012,A10,FS_ASVspoof_LA_E_8549221,unmixed_dataset/eval/FS_ASVspoof_LA_E_8549221.wav,099261,fma:99261,FMA,unscreened_real_noncausal,RM_099_099261,unmixed_dataset/eval/RM_099_099261.wav,,0.0,music_first,0.5,MixFake_official_eval,strict
cmbv6_0044,1,1,1,1,1,mixed,sequential,FF,sequential__FF,LA_E_9575749,LA_0023,A15,FS_ASVspoof_LA_E_9575749,unmixed_dataset/eval/FS_ASVspoof_LA_E_9575749.wav,FM_stable_audio_open__xC7IXGWlk4,fmc:_xC7IXGWlk4,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open__xC7IXGWlk4,unmixed_dataset/eval/FM_stable_audio_open__xC7IXGWlk4.wav,,0.0,music_first,0.5,MixFake_official_eval,strict
cmbv6_0045,1,1,1,1,1,mixed,sequential,FF,sequential__FF,LA_E_4838459,LA_0021,A12,FS_ASVspoof_LA_E_4838459,unmixed_dataset/eval/FS_ASVspoof_LA_E_4838459.wav,FM_stable_audio_open_wYtd_Sq2-Tw,fmc:wYtd_Sq2-Tw,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_wYtd_Sq2-Tw,unmixed_dataset/eval/FM_stable_audio_open_wYtd_Sq2-Tw.wav,,0.0,music_first,0.2,MixFake_official_eval,strict
cmbv6_0046,1,1,1,1,1,mixed,sequential,FF,sequential__FF,LA_E_8236995,LA_0046,A16,FS_ASVspoof_LA_E_8236995,unmixed_dataset/eval/FS_ASVspoof_LA_E_8236995.wav,FM_stable_audio_open_Y1gheqplpIg,fmc:Y1gheqplpIg,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_Y1gheqplpIg,unmixed_dataset/eval/FM_stable_audio_open_Y1gheqplpIg.wav,,0.0,voice_first,0.5,MixFake_official_eval,strict
cmbv6_0047,1,1,1,1,1,mixed,sequential,FF,sequential__FF,LA_E_9845959,LA_0045,A17,FS_ASVspoof_LA_E_9845959,unmixed_dataset/eval/FS_ASVspoof_LA_E_9845959.wav,FM_stable_audio_open_Dx58W7opw5A,fmc:Dx58W7opw5A,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_Dx58W7opw5A,unmixed_dataset/eval/FM_stable_audio_open_Dx58W7opw5A.wav,,0.0,music_first,0.0,MixFake_official_eval,strict
